zip,state,customersServed,customersAffected,lastUpdatedTime,latitude,longitude,utility,time pulled
70560,L,5276,5,1753192167455,29.98533,-91.84989,Entergy,2025-07-22 13:50:11.294460
70570,L,2955,4,1753192167455,30.52525,-92.09352,Entergy,2025-07-22 13:50:11.294460
70581,L,469,1,1753192167455,30.26187,-92.73066,Entergy,2025-07-22 13:50:11.294460
70663,L,12212,32,1753192167455,30.23981,-93.36406,Entergy,2025-07-22 13:50:11.294460
70726,L,9531,2,1753192167455,30.4576,-90.9267,Entergy,2025-07-22 13:50:11.294460
70769,L,13784,1,1753192167455,30.31139,-90.94418,Entergy,2025-07-22 13:50:11.294460
70774,L,1056,3,1753192167455,30.23919,-90.83908,Entergy,2025-07-22 13:50:11.294460
70802,L,12446,13,1753192167455,30.44612,-91.1716,Entergy,2025-07-22 13:50:11.294460
70809,L,16154,1,1753192167455,30.39812,-91.07447,Entergy,2025-07-22 13:50:11.294460
70810,L,22276,1,1753192167455,30.36238,-91.08926,Entergy,2025-07-22 13:50:11.294460
70811,L,5725,2,1753192167455,30.52858,-91.12138,Entergy,2025-07-22 13:50:11.294460
70815,L,12822,1,1753192167455,30.45703,-91.06799,Entergy,2025-07-22 13:50:11.294460
70816,L,17052,4,1753192167455,30.42356,-91.03448,Entergy,2025-07-22 13:50:11.294460
70820,L,12041,4,1753192167455,30.37751,-91.16381,Entergy,2025-07-22 13:50:11.294460
71001,L,2263,1,1753192167455,32.55611,-92.91578,Entergy,2025-07-22 13:50:11.294460
71201,L,13491,1,1753192167455,32.52237,-92.10483,Entergy,2025-07-22 13:50:11.294460
71203,L,19342,10,1753192167455,32.5353,-92.04635,Entergy,2025-07-22 13:50:11.294460
71220,L,9089,1,1753192167455,32.79517,-91.90548,Entergy,2025-07-22 13:50:11.294460
71227,L,2274,1,1753192167455,32.55426,-92.4635,Entergy,2025-07-22 13:50:11.294460
71254,L,2844,9,1753192167455,32.78481,-91.23093,Entergy,2025-07-22 13:50:11.294460
71268,L,1586,1,1753192167455,32.34729,-92.72093,Entergy,2025-07-22 13:50:11.294460
71270,L,4020,1,1753192167455,32.52805,-92.6381,Entergy,2025-07-22 13:50:11.294460
71282,L,5141,24,1753192167455,32.39636,-91.18529,Entergy,2025-07-22 13:50:11.294460
71291,L,19080,1,1753192167455,32.52286,-92.17265,Entergy,2025-07-22 13:50:11.294460
71292,L,11393,1,1753192167455,32.43725,-92.19332,Entergy,2025-07-22 13:50:11.294460
71295,L,4629,1,1753192167455,32.1615,-91.70429,Entergy,2025-07-22 13:50:11.294460
71334,L,3568,1,1753192167455,31.63889,-91.55313,Entergy,2025-07-22 13:50:11.294460
71351,L,5648,3,1753192167455,31.13402,-92.07119,Entergy,2025-07-22 13:50:11.294460
71357,L,1181,1,1753192167455,32.06755,-91.25443,Entergy,2025-07-22 13:50:11.294460
OTHER,L,1,1,1753192167455,,,Entergy,2025-07-22 13:50:11.294460
70030,L,1981,15,1753192647535,29.81213,-90.451,Entergy,2025-07-22 13:58:24.637818
70056,L,17887,42,1753192647535,29.90141,-90.03282,Entergy,2025-07-22 13:58:24.637818
70068,L,14475,1,1753192647535,30.06929,-90.4891,Entergy,2025-07-22 13:58:24.637818
70070,L,5767,1,1753192647535,29.92437,-90.36795,Entergy,2025-07-22 13:58:24.637818
70112,L,2072,3,1753192647535,29.95373,-90.07588,Entergy,2025-07-22 13:58:24.637818
70114,L,10793,16,1753192647535,29.93201,-90.02746,Entergy,2025-07-22 13:58:24.637818
70117,L,16900,26,1753192647535,29.97209,-90.03008,Entergy,2025-07-22 13:58:24.637818
70118,L,16639,9,1753192647535,29.94923,-90.12312,Entergy,2025-07-22 13:58:24.637818
70119,L,22280,1,1753192647535,29.97603,-90.08831,Entergy,2025-07-22 13:58:24.637818
70126,L,13068,1,1753192647535,30.01438,-90.02125,Entergy,2025-07-22 13:58:24.637818
70127,L,10635,5,1753192647535,30.03172,-89.9806,Entergy,2025-07-22 13:58:24.637818
70128,L,7368,120,1753192647535,30.04885,-89.95628,Entergy,2025-07-22 13:58:24.637818
70131,L,11558,35,1753192647535,29.91693,-89.98767,Entergy,2025-07-22 13:58:24.637818
70343,L,1768,8,1753192647535,29.55387,-90.60692,Entergy,2025-07-22 13:58:24.637818
70345,L,4914,3,1753192647535,29.49952,-90.32504,Entergy,2025-07-22 13:58:24.637818
70346,L,5057,1,1753192647535,30.10494,-91.00106,Entergy,2025-07-22 13:58:24.637818
70357,L,1960,1,1753192647535,29.34235,-90.24689,Entergy,2025-07-22 13:58:24.637818
70363,L,5671,5,1753192647535,29.57521,-90.69594,Entergy,2025-07-22 13:58:24.637818
70374,L,3971,5,1753192647535,29.6345,-90.52285,Entergy,2025-07-22 13:58:24.637818
70377,L,1894,1,1753192647535,29.46765,-90.55598,Entergy,2025-07-22 13:58:24.637818
70395,L,2186,1,1753192647535,29.71902,-90.82822,Entergy,2025-07-22 13:58:24.637818
70403,L,15801,1,1753192647535,30.48397,-90.47833,Entergy,2025-07-22 13:58:24.637818
70422,L,5725,5,1753192647535,30.73347,-90.50424,Entergy,2025-07-22 13:58:24.637818
70443,L,4767,5,1753192647535,30.61081,-90.54507,Entergy,2025-07-22 13:58:24.637818
70454,L,17852,1,1753192647535,30.44136,-90.42073,Entergy,2025-07-22 13:58:24.637818
70456,L,1323,2,1753192647535,30.76247,-90.51168,Entergy,2025-07-22 13:58:24.637818
70546,L,6302,63,1753192647535,30.23529,-92.65886,Entergy,2025-07-22 13:58:24.637818
70549,L,1749,330,1753192647535,30.08686,-92.68687,Entergy,2025-07-22 13:58:24.637818
70559,L,692,2,1753192647535,30.11745,-92.49455,Entergy,2025-07-22 13:58:24.637818
70560,L,5276,5,1753192647535,29.98533,-91.84989,Entergy,2025-07-22 13:58:24.637818
70570,L,2955,4,1753192647535,30.52525,-92.09352,Entergy,2025-07-22 13:58:24.637818
70581,L,469,1,1753192647535,30.26187,-92.73066,Entergy,2025-07-22 13:58:24.637818
70663,L,12212,32,1753192647535,30.23981,-93.36406,Entergy,2025-07-22 13:58:24.637818
70726,L,9531,2,1753192647535,30.4576,-90.9267,Entergy,2025-07-22 13:58:24.637818
70769,L,13784,1,1753192647535,30.31139,-90.94418,Entergy,2025-07-22 13:58:24.637818
70774,L,1056,3,1753192647535,30.23919,-90.83908,Entergy,2025-07-22 13:58:24.637818
70802,L,12446,13,1753192647535,30.44612,-91.1716,Entergy,2025-07-22 13:58:24.637818
70807,L,6578,3,1753192647535,30.53502,-91.17433,Entergy,2025-07-22 13:58:24.637818
70808,L,18107,1,1753192647535,30.40982,-91.14754,Entergy,2025-07-22 13:58:24.637818
70809,L,16154,1,1753192647535,30.39812,-91.07447,Entergy,2025-07-22 13:58:24.637818
70810,L,22276,1,1753192647535,30.36238,-91.08926,Entergy,2025-07-22 13:58:24.637818
70811,L,5725,2,1753192647535,30.52858,-91.12138,Entergy,2025-07-22 13:58:24.637818
70815,L,12822,1,1753192647535,30.45703,-91.06799,Entergy,2025-07-22 13:58:24.637818
70816,L,17052,4,1753192647535,30.42356,-91.03448,Entergy,2025-07-22 13:58:24.637818
70820,L,12041,4,1753192647535,30.37751,-91.16381,Entergy,2025-07-22 13:58:24.637818
71001,L,2263,1,1753192647535,32.55611,-92.91578,Entergy,2025-07-22 13:58:24.637818
71071,L,1398,1,1753192647535,32.92043,-93.43186,Entergy,2025-07-22 13:58:24.637818
71201,L,13491,1,1753192647535,32.52237,-92.10483,Entergy,2025-07-22 13:58:24.637818
71220,L,9089,1,1753192647535,32.79517,-91.90548,Entergy,2025-07-22 13:58:24.637818
71227,L,2274,1,1753192647535,32.55426,-92.4635,Entergy,2025-07-22 13:58:24.637818
71235,L,2036,1,1753192647535,32.70061,-92.65658,Entergy,2025-07-22 13:58:24.637818
71268,L,1586,1,1753192647535,32.34729,-92.72093,Entergy,2025-07-22 13:58:24.637818
71270,L,4020,1,1753192647535,32.52805,-92.6381,Entergy,2025-07-22 13:58:24.637818
71282,L,5141,24,1753192647535,32.39636,-91.18529,Entergy,2025-07-22 13:58:24.637818
71291,L,19080,1,1753192647535,32.52286,-92.17265,Entergy,2025-07-22 13:58:24.637818
71292,L,11393,1,1753192647535,32.43725,-92.19332,Entergy,2025-07-22 13:58:24.637818
71295,L,4629,1,1753192647535,32.1615,-91.70429,Entergy,2025-07-22 13:58:24.637818
71351,L,5648,3,1753192647535,31.13402,-92.07119,Entergy,2025-07-22 13:58:24.637818
71357,L,1181,1,1753192647535,32.06755,-91.25443,Entergy,2025-07-22 13:58:24.637818
OTHER,L,2,2,1753192647535,,,Entergy,2025-07-22 13:58:24.637818
70006,L,8142,1,1753197747434,30.01338,-90.18868,Entergy,2025-07-22 15:23:19.113654
70030,L,1981,15,1753197747434,29.81213,-90.451,Entergy,2025-07-22 15:23:19.113654
70056,L,17887,287,1753197747434,29.90141,-90.03282,Entergy,2025-07-22 15:23:19.113654
70065,L,22229,7,1753197747434,30.02063,-90.25046,Entergy,2025-07-22 15:23:19.113654
70070,L,5767,1,1753197747434,29.92437,-90.36795,Entergy,2025-07-22 15:23:19.113654
70112,L,2072,3,1753197747434,29.95373,-90.07588,Entergy,2025-07-22 15:23:19.113654
70114,L,10793,28,1753197747434,29.93201,-90.02746,Entergy,2025-07-22 15:23:19.113654
70117,L,16900,26,1753197747434,29.97209,-90.03008,Entergy,2025-07-22 15:23:19.113654
70119,L,22280,1,1753197747434,29.97603,-90.08831,Entergy,2025-07-22 15:23:19.113654
70123,L,16672,1,1753197747434,29.9591,-90.20393,Entergy,2025-07-22 15:23:19.113654
70126,L,13068,2,1753197747434,30.01438,-90.02125,Entergy,2025-07-22 15:23:19.113654
70128,L,7368,120,1753197747434,30.04885,-89.95628,Entergy,2025-07-22 15:23:19.113654
70131,L,11558,35,1753197747434,29.91693,-89.98767,Entergy,2025-07-22 15:23:19.113654
70345,L,4914,3,1753197747434,29.49952,-90.32504,Entergy,2025-07-22 15:23:19.113654
70346,L,5057,1,1753197747434,30.10494,-91.00106,Entergy,2025-07-22 15:23:19.113654
70357,L,1960,1,1753197747434,29.34235,-90.24689,Entergy,2025-07-22 15:23:19.113654
70363,L,5671,5,1753197747434,29.57521,-90.69594,Entergy,2025-07-22 15:23:19.113654
70377,L,1894,8,1753197747434,29.46765,-90.55598,Entergy,2025-07-22 15:23:19.113654
70395,L,2186,1,1753197747434,29.71902,-90.82822,Entergy,2025-07-22 15:23:19.113654
70401,L,12231,1,1753197747434,30.52107,-90.47426,Entergy,2025-07-22 15:23:19.113654
70443,L,4767,5,1753197747434,30.61081,-90.54507,Entergy,2025-07-22 15:23:19.113654
70454,L,17852,13,1753197747434,30.44136,-90.42073,Entergy,2025-07-22 15:23:19.113654
70456,L,1323,2,1753197747434,30.76247,-90.51168,Entergy,2025-07-22 15:23:19.113654
70518,L,3075,11,1753197747434,30.13682,-91.95802,Entergy,2025-07-22 15:23:19.113654
70546,L,6302,45,1753197747434,30.23529,-92.65886,Entergy,2025-07-22 15:23:19.113654
70559,L,692,2,1753197747434,30.11745,-92.49455,Entergy,2025-07-22 15:23:19.113654
70560,L,5276,3,1753197747434,29.98533,-91.84989,Entergy,2025-07-22 15:23:19.113654
70570,L,2955,4,1753197747434,30.52525,-92.09352,Entergy,2025-07-22 15:23:19.113654
70577,L,2297,5,1753197747434,30.55377,-91.95875,Entergy,2025-07-22 15:23:19.113654
70601,L,17947,2,1753197747434,30.2245,-93.20581,Entergy,2025-07-22 15:23:19.113654
70645,L,1059,10,1753197747434,29.98051,-93.37199,Entergy,2025-07-22 15:23:19.113654
70663,L,12212,33,1753197747434,30.23981,-93.36406,Entergy,2025-07-22 15:23:19.113654
70774,L,1056,3,1753197747434,30.23919,-90.83908,Entergy,2025-07-22 15:23:19.113654
70785,L,5237,1,1753197747434,30.53177,-90.83773,Entergy,2025-07-22 15:23:19.113654
70791,L,6469,8,1753197747434,30.65331,-91.14963,Entergy,2025-07-22 15:23:19.113654
70806,L,15748,2,1753197747434,30.44784,-91.12812,Entergy,2025-07-22 15:23:19.113654
70808,L,18107,1,1753197747434,30.40982,-91.14754,Entergy,2025-07-22 15:23:19.113654
70810,L,22276,1,1753197747434,30.36238,-91.08926,Entergy,2025-07-22 15:23:19.113654
70811,L,5725,1,1753197747434,30.52858,-91.12138,Entergy,2025-07-22 15:23:19.113654
70816,L,17052,10,1753197747434,30.42356,-91.03448,Entergy,2025-07-22 15:23:19.113654
70820,L,12041,4,1753197747434,30.37751,-91.16381,Entergy,2025-07-22 15:23:19.113654
71008,L,628,28,1753197747434,32.36207,-92.97144,Entergy,2025-07-22 15:23:19.113654
71055,L,2632,1,1753197747434,32.63285,-93.28345,Entergy,2025-07-22 15:23:19.113654
71202,L,10858,1,1753197747434,32.44317,-92.09124,Entergy,2025-07-22 15:23:19.113654
71254,L,2844,21,1753197747434,32.78481,-91.23093,Entergy,2025-07-22 15:23:19.113654
71264,L,771,1,1753197747434,32.61394,-91.77714,Entergy,2025-07-22 15:23:19.113654
71268,L,1586,1,1753197747434,32.34729,-92.72093,Entergy,2025-07-22 15:23:19.113654
71270,L,4020,6,1753197747434,32.52805,-92.6381,Entergy,2025-07-22 15:23:19.113654
71295,L,4629,3,1753197747434,32.1615,-91.70429,Entergy,2025-07-22 15:23:19.113654
71342,L,2743,1,1753197747434,31.67329,-92.12486,Entergy,2025-07-22 15:23:19.113654
71418,L,4394,1,1753197747434,32.1351,-92.07445,Entergy,2025-07-22 15:23:19.113654
OTHER,L,1,1,1753197747434,,,Entergy,2025-07-22 15:23:19.113654
